TradeID,Date,Stock,Sector,Industry,Signal,Reason,Confidence,EntryPrice,CurrentPrice,Highest,Lowest,EMA20,EMA50,EMA200,RSI,MACD,ADX,ATR,VolumeRatio,RelativeStrength,MomentumIndicators,VolatilityIndicator,VolumeIndicators,BreakoutIndicators,IchimokuIndicators,PatternIndicators,Breakout,Pullback,score,probability,confidence,ranking,SELL score 00.00,SELL Confidence 00.00,SELL Passed 0/0,SELL  probability  %,BUT score 00.00,BUT Confidence 00.00,BUT Passed 0/0,BUT  probability  %,portfolio_allowed,latest_close,market_regime,Decision=NO_TRADE/TRADE,Grade=ACCEPT/REJECT,Rank=0.00,Confidence=0.00,PositionSize,PositionRULE,StopLoss,Target1,Target2,RiskReward,ExpectedHoldDays,HoldingDays,Return,MaxProfit,MaxDrawdown,TechnicalScore,FundamentalScore,NewsScore,OverallScore,Status,ExitReason,ExitDate,AIComment,AIVersion,ANALYSIS REPORT,LEARNIG,OPTIMER,BACKTESET,BuyTier1Passed,BuyTier1Detail,BuyTier2Score,BuyTier3Score,BuyOverallScore,BuyThreshold,SellTier1Passed,SellTier1Detail,SellTier2Score,SellTier3Score,SellOverallScore,SellThreshold,Tier4Block
223,2026-07-23,ICICIAMC.NS,Financial Services,Asset Management,NO_TRADE,"BUY engine validation failed (combined score 44.6, need 65). | SELL engine validation failed (combined score 64.5, need 65). | BUY Strength : 43.41 | SELL Strength : 72.50 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 59.89 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 46.20 | SELL Score : 64.30 | BUY Probability : 40.61% | SELL Probability : 80.69% | R",47.27,3132.0,3132.0,3611.0,2530.0,3197.32,3228.01,3024.11,32.92,-46.35,42.2,93.76,0.56,0.97,RSI:32.92 STOCH:21.27 ADX:42.2,ATR:93.76,CMF:-0.07 MFI:32.55 VolRatio:0.56,NO,BEAR,NONE,NO,NO,64.3,80.69,47.27,72.5,64.3,45.91,19 of 39,80.69,46.2,47.27,11 of 39,40.61,False,3132.0,SIDEWAYS,NO_TRADE,REJECT,72.5,47.27,0,Decision engine rejected trade.,2944.48,3319.52,3460.16,1.0,0,,,,,60.0,43.0,100.0,64.3,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,30.3,61.15,47.27,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,54.55,38.85,45.91,58.0,Decision engine rejected trade.
224,2026-07-23,ICICIPRULI.NS,Financial Services,Insurance - Life,NO_TRADE,"BUY engine validation failed (combined score 46.3, need 65). | SELL engine validation failed (combined score 54.8, need 65). | BUY Strength : 44.86 | SELL Strength : 60.20 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 54.98 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 47.05 | SELL Score : 55.95 | BUY Probability : 42.68% | SELL Probability : 64.45% | R",49.76,501.5,501.5,706.8,459.5,499.9,506.27,560.9,56.68,1.34,24.07,16.02,0.74,1.01,RSI:56.68 STOCH:42.66 ADX:24.07,ATR:16.02,CMF:0.02 MFI:51.0 VolRatio:0.74,NO,NEUTRAL,BULLISH_ENGULFING,NO,YES,55.95,64.45,49.76,60.2,55.95,42.06,13 of 39,64.45,47.05,49.76,19 of 39,42.68,False,501.5,BEAR,NO_TRADE,REJECT,60.2,49.76,0,Decision engine rejected trade.,469.46,533.54,557.57,1.0,0,,,,,35.0,22.0,100.0,55.95,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,54.55,45.85,49.76,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,27.27,54.15,42.06,58.0,Decision engine rejected trade.
225,2026-07-23,IDBI.NS,Financial Services,Banks - Regional,NO_TRADE,"BUY engine validation failed (combined score 55.5, need 65). | SELL engine validation failed (combined score 53.3, need 65). | BUY Strength : 56.03 | SELL Strength : 61.15 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 57.64 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 53.47 | SELL Score : 56.53 | BUY Probability : 58.59% | SELL Probability : 65.77% | R",54.13,85.06,85.06,118.38,61.01,84.37,82.0,87.0,53.54,1.48,22.05,2.6,0.48,1.01,RSI:53.54 STOCH:50.05 ADX:22.05,ATR:2.6,CMF:-0.16 MFI:76.49 VolRatio:0.48,NO,BULL,NONE,NO,YES,56.53,65.77,54.13,61.15,56.53,34.96,11 of 39,65.77,53.47,54.13,16 of 39,58.59,False,85.06,SIDEWAYS,NO_TRADE,REJECT,61.15,54.13,0,Decision engine rejected trade.,79.86,90.26,94.16,1.0,0,,,,,45.0,43.14,100.0,56.53,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,45.45,61.23,54.13,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,30.3,38.77,34.96,58.0,Decision engine rejected trade.
226,2026-07-23,IDFCFIRSTB.NS,Financial Services,Banks - Regional,NO_TRADE,"BUY engine validation failed (combined score 56.8, need 65). | SELL engine validation failed (combined score 53.3, need 65). | BUY Strength : 60.03 | SELL Strength : 58.45 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 54.61 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 55.85 | SELL Score : 54.90 | BUY Probability : 64.22% | SELL Probability : 62.01% | R",49.19,79.9,79.9,87.0,58.08,79.62,76.86,74.63,47.9,1.2,17.94,1.73,0.61,1.0,RSI:47.9 STOCH:46.46 ADX:17.94,ATR:1.73,CMF:-0.03 MFI:52.58 VolRatio:0.61,NO,BULL,NONE,NO,NO,55.85,64.22,49.19,60.03,54.9,41.27,15 of 39,62.01,55.85,49.19,17 of 39,64.22,False,79.9,BULL,NO_TRADE,REJECT,60.03,49.19,0,Decision engine rejected trade.,76.44,83.36,85.96,1.0,0,,,,,35.0,29.0,100.0,55.85,,,,Trade Grade : REJECT,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=False,39.39,57.2,49.19,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,39.39,42.8,41.27,58.0,Decision engine rejected trade.
227,2026-07-23,IFCI.NS,Financial Services,Credit Services,NO_TRADE,"BUY engine validation failed (combined score 39.3, need 65). | SELL engine validation failed (combined score 66.2, need 65). | BUY Strength : 42.97 | SELL Strength : 67.20 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 65.53 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 45.94 | SELL Score : 60.44 | BUY Probability : 39.99% | SELL Probability : 73.96% | R",63.85,71.14,71.14,95.8,46.23,74.48,72.97,64.07,32.73,-1.04,43.42,2.37,0.4,0.95,RSI:32.73 STOCH:8.5 ADX:43.42,ATR:2.37,CMF:-0.24 MFI:56.68 VolRatio:0.4,NO,BEAR,NONE,NO,NO,60.44,73.96,63.85,67.2,60.44,63.85,21 of 39,73.96,45.94,30.7,11 of 39,39.99,False,71.14,SIDEWAYS,NO_TRADE,REJECT,67.2,63.85,0,Decision engine rejected trade.,66.4,75.88,79.44,1.0,0,,,,,55.0,29.0,0.0,60.44,,,,Trade Grade : REJECT,v1.0,,,,,True,ema_alignment=True; market_trend=False; sma_alignment=True,27.27,33.5,30.7,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,60.61,66.5,63.85,58.0,Decision engine rejected trade.
228,2026-07-23,IIFL.NS,Financial Services,Credit Services,BUY,"BUY engine validation passed (combined score 82.0). | SELL engine validation failed (combined score 37.1, need 65). | BUY Strength : 85.41 | SELL Strength : 42.52 | BUY engine selected. | Trade Grade : B+ | Decision Quality : 83.67 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku Cloud. | Bullish market ",81.93,568.75,568.75,675.0,409.1,544.34,520.5,509.55,68.95,16.28,40.14,20.11,2.67,1.06,RSI:68.95 STOCH:74.63 ADX:40.14,ATR:20.11,CMF:0.04 MFI:56.56 VolRatio:2.67,NO,BULL,NONE,NO,NO,77.07,93.74,81.93,85.41,45.68,24.58,8 of 39,39.36,77.07,74.06,30 of 39,93.74,True,568.75,BULL,BUY,ACCEPT,85.41,81.93,11,OK,528.53,608.97,639.13,1.0,15,,,,,80.0,57.12,100.0,77.07,WATCH,,,Trade Grade : B+,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=False,75.76,72.67,74.06,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,27.33,24.58,58.0,
229,2026-07-23,IRB.NS,Industrials,Infrastructure Operations,NO_TRADE,"BUY engine validation failed (combined score 35.3, need 65). | SELL engine validation failed (combined score 68.9, need 65). | BUY Strength : 31.88 | SELL Strength : 75.85 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 64.26 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 38.93 | SELL Score : 67.07 | BUY Probability : 24.84% | SELL Probability : 84.64% | R",52.67,19.48,19.48,24.44,19.15,20.33,20.76,21.35,15.53,-0.38,45.72,0.35,0.78,0.95,RSI:15.53 STOCH:3.96 ADX:45.72,ATR:0.35,CMF:-0.33 MFI:22.34 VolRatio:0.78,NO,BEAR,NONE,NO,NO,67.07,84.64,52.67,75.85,67.07,52.67,27 of 39,84.64,38.93,43.24,7 of 39,24.84,False,19.48,BEAR,NO_TRADE,REJECT,75.85,52.67,0,Decision engine rejected trade.,18.78,20.18,20.71,1.0,0,,,,,85.0,54.54,100.0,67.07,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,63.75,43.24,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,72.73,36.25,52.67,58.0,Decision engine rejected trade.
230,2026-07-23,IRCON.NS,Industrials,Engineering & Construction,NO_TRADE,"BUY engine validation failed (combined score 31.3, need 65). | SELL engine validation failed (combined score 73.8, need 65). | BUY Strength : 29.09 | SELL Strength : 81.10 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 68.99 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 36.91 | SELL Score : 72.09 | BUY Probability : 21.27% | SELL Probability : 90.11% | R",56.88,125.44,125.44,189.5,114.5,130.89,134.82,148.71,24.38,-2.39,22.42,2.89,0.81,0.96,RSI:24.38 STOCH:2.44 ADX:22.42,ATR:2.89,CMF:-0.17 MFI:25.87 VolRatio:0.81,NO,BEAR,NONE,NO,NO,72.09,90.11,56.88,81.1,72.09,56.88,27 of 39,90.11,36.91,36.3,6 of 39,21.27,False,125.44,BEAR,NO_TRADE,REJECT,81.1,56.88,0,Decision engine rejected trade.,119.66,131.22,135.56,1.0,0,,,,,85.0,36.09,100.0,72.09,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,15.15,53.6,36.3,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,69.7,46.4,56.88,58.0,Decision engine rejected trade.
231,2026-07-23,ITCHOTELS.NS,Consumer Cyclical,Resorts & Casinos,NO_TRADE,"BUY engine validation failed (combined score 40.7, need 65). | SELL engine validation failed (combined score 64.0, need 65). | BUY Strength : 39.23 | SELL Strength : 68.09 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 61.22 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 43.70 | SELL Score : 61.05 | BUY Probability : 34.75% | SELL Probability : 75.12% | R",54.35,161.93,161.93,253.67,137.3,172.51,169.01,181.28,34.82,-0.35,43.6,6.13,0.56,0.92,RSI:34.82 STOCH:2.36 ADX:43.6,ATR:6.13,CMF:-0.17 MFI:33.43 VolRatio:0.56,NO,BULL,NONE,NO,NO,61.05,75.12,54.35,68.09,61.05,54.35,27 of 39,75.12,43.7,44.29,8 of 39,34.75,False,161.93,BEAR,NO_TRADE,REJECT,68.09,54.35,0,Decision engine rejected trade.,149.67,174.19,183.38,1.0,0,,,,,70.0,58.0,100.0,61.05,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,65.65,44.29,58.0,False,ema_alignment=False; market_trend=True; sma_alignment=False,78.79,34.35,54.35,58.0,Decision engine rejected trade.
232,2026-07-23,ITC.NS,Consumer Defensive,Tobacco,NO_TRADE,"BUY engine validation failed (combined score 47.5, need 65). | SELL engine validation failed (combined score 71.4, need 65). | BUY Strength : 46.84 | SELL Strength : 79.61 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 65.95 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 48.19 | SELL Score : 70.56 | BUY Probability : 45.49% | SELL Probability : 88.66% | R",52.29,281.3,281.3,427.0,275.0,283.12,288.88,326.4,34.41,-2.59,47.88,4.18,1.61,0.99,RSI:34.41 STOCH:40.13 ADX:47.88,ATR:4.18,CMF:-0.19 MFI:27.48 VolRatio:1.61,NO,BEAR,NONE,NO,NO,70.56,88.66,52.29,79.61,70.56,52.29,26 of 39,88.66,48.19,49.08,12 of 39,45.49,False,281.3,BEAR,NO_TRADE,REJECT,79.61,52.29,0,Decision engine rejected trade.,272.94,289.66,295.93,1.0,0,,,,,80.0,51.29,100.0,70.56,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,33.33,61.96,49.08,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,69.7,38.04,52.29,58.0,Decision engine rejected trade.
233,2026-07-23,ITI.NS,Technology,Communication Equipment,SELL,"BUY engine validation failed (combined score 18.3, need 65). | SELL engine validation passed (combined score 74.0). | BUY Strength : 17.34 | SELL Strength : 75.29 | SELL engine selected. | Trade Grade : B | Decision Quality : 75.78 |  | ========== AI DECISION ========== | Final Action : SELL | AI selected SELL after evaluating all engines. |  | SELL Explanation: | Bearish EMA alignment. | Bearish SMA alignment. | Price below EMA20. | Price below VWAP. | Supertrend is bearish. | Price below Ichim",76.27,280.65,280.65,372.85,237.0,289.98,292.81,295.42,26.63,-4.38,23.43,8.34,0.52,0.96,RSI:26.63 STOCH:9.85 ADX:23.43,ATR:8.34,CMF:-0.5 MFI:69.82 VolRatio:0.52,NO,BEAR,BEARISH_ENGULFING,NO,NO,66.58,84.0,76.27,75.29,66.58,71.11,25 of 39,84.0,26.2,20.71,6 of 39,8.47,False,280.65,BEAR,SELL,REJECT,75.29,76.27,0,Insufficient historical candles.,297.33,263.97,251.46,1.0,10,,-0.46107465862742025,0.46107465862742025,0.0,75.0,22.17,0.0,66.58,CLOSED,HARD RISK EXIT: Risk engine flagged this symbol as unsafe.; No fresh news — news component does not contribute to the exit score.,2026-07-23,Trade Grade : B,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,22.78,20.71,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,63.64,77.22,71.11,58.0,Insufficient historical candles.
234,2026-07-23,INDGN.NS,Healthcare,Health Information Services,NO_TRADE,"BUY engine validation failed (combined score 37.0, need 65). | SELL engine validation failed (combined score 66.8, need 65). | BUY Strength : 33.75 | SELL Strength : 73.44 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 62.36 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 40.20 | SELL Score : 65.05 | BUY Probability : 27.29% | SELL Probability : 81.83% | R",51.27,493.35,493.35,596.8,414.0,508.37,509.45,512.29,34.67,-3.07,30.16,14.32,0.58,0.97,RSI:34.67 STOCH:14.94 ADX:30.16,ATR:14.32,CMF:-0.42 MFI:45.08 VolRatio:0.58,NO,BEAR,NONE,NO,NO,65.05,81.83,51.27,73.44,65.05,51.27,25 of 39,81.83,40.2,44.64,8 of 39,27.29,False,493.35,BEAR,NO_TRADE,REJECT,73.44,51.27,0,Decision engine rejected trade.,464.71,521.99,543.47,1.0,0,,,,,75.0,54.64,100.0,65.05,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,63.8,44.64,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=False,69.7,36.2,51.27,58.0,Decision engine rejected trade.
235,2026-07-23,INDIACEM.NS,Basic Materials,Building Materials,NO_TRADE,"BUY engine validation failed (combined score 68.2, need 65). | SELL engine validation failed (combined score 53.6, need 65). | BUY Strength : 70.25 | SELL Strength : 62.15 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 66.87 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 62.60 | SELL Score : 57.15 | BUY Probability : 77.90% | SELL Probability : 67.15% | R",63.49,409.65,409.65,485.8,342.35,389.97,389.05,395.52,63.5,4.76,24.25,13.84,1.64,1.06,RSI:63.5 STOCH:86.22 ADX:24.25,ATR:13.84,CMF:0.25 MFI:68.07 VolRatio:1.64,NO,BULL,NONE,NO,NO,62.6,77.9,63.49,70.25,57.15,33.78,8 of 39,67.15,62.6,63.49,26 of 39,77.9,False,409.65,SIDEWAYS,NO_TRADE,REJECT,70.25,63.49,0,Decision engine rejected trade.,381.97,437.33,458.09,1.0,0,,,,,30.0,29.0,100.0,62.6,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,75.76,53.45,63.49,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=True,18.18,46.55,33.78,58.0,Decision engine rejected trade.
236,2026-07-23,INDIAMART.NS,Communication Services,Internet Content & Information,NO_TRADE,"BUY engine validation failed (combined score 46.1, need 65). | SELL engine validation failed (combined score 76.0, need 65). | BUY Strength : 44.31 | SELL Strength : 84.97 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 70.08 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 46.73 | SELL Score : 76.52 | BUY Probability : 41.90% | SELL Probability : 93.41% | R",55.19,1820.0,1820.0,2685.0,1773.0,1927.65,1973.6,2148.78,39.46,-25.94,35.29,57.46,5.22,0.95,RSI:39.46 STOCH:22.83 ADX:35.29,ATR:57.46,CMF:-0.2 MFI:33.83 VolRatio:5.22,NO,BEAR,NONE,NO,NO,76.52,93.41,55.19,84.97,76.52,55.19,33 of 39,93.41,46.73,50.26,9 of 39,41.9,False,1820.0,BEAR,NO_TRADE,REJECT,84.97,55.19,0,Decision engine rejected trade.,1705.08,1934.92,2021.11,1.0,0,,,,,105.0,73.23,100.0,76.52,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,74.03,50.26,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,90.91,25.97,55.19,58.0,Decision engine rejected trade.
237,2026-07-23,INDIANB.NS,Financial Services,Banks - Regional,NO_TRADE,"BUY engine validation failed (combined score 53.2, need 65). | SELL engine validation failed (combined score 56.5, need 65). | BUY Strength : 52.75 | SELL Strength : 64.56 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 59.42 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 51.57 | SELL Score : 58.68 | BUY Probability : 53.92% | SELL Probability : 70.43% | R",54.28,827.55,827.55,1000.9,606.0,831.11,838.66,827.25,52.38,1.05,32.94,28.73,0.41,1.01,RSI:52.38 STOCH:55.18 ADX:32.94,ATR:28.73,CMF:-0.03 MFI:64.29 VolRatio:0.41,NO,BEAR,NONE,NO,NO,58.68,70.43,54.28,64.56,58.68,37.54,16 of 39,70.43,51.57,54.28,14 of 39,53.92,False,827.55,SIDEWAYS,NO_TRADE,REJECT,64.56,54.28,0,Decision engine rejected trade.,770.09,885.01,928.11,1.0,0,,,,,50.0,57.16,100.0,58.68,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,36.36,68.94,54.28,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=True,45.45,31.06,37.54,58.0,Decision engine rejected trade.
238,2026-07-23,IEX.NS,Financial Services,Capital Markets,NO_TRADE,"BUY engine validation failed (combined score 47.8, need 65). | SELL engine validation failed (combined score 53.2, need 65). | BUY Strength : 44.71 | SELL Strength : 60.76 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 57.88 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 46.96 | SELL Score : 56.29 | BUY Probability : 42.46% | SELL Probability : 65.23% | R",55.01,121.94,121.94,193.41,114.6,122.42,123.37,132.82,46.53,-0.15,18.29,3.45,0.73,1.0,RSI:46.53 STOCH:53.89 ADX:18.29,ATR:3.45,CMF:0.05 MFI:56.75 VolRatio:0.73,NO,BEAR,NONE,NO,NO,56.29,65.23,55.01,60.76,56.29,35.45,17 of 39,65.23,46.96,55.01,14 of 39,42.46,False,121.94,BEAR,NO_TRADE,REJECT,60.76,55.01,0,Decision engine rejected trade.,115.04,128.84,134.01,1.0,0,,,,,55.0,66.39,100.0,56.29,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,36.36,70.26,55.01,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,42.42,29.74,35.45,58.0,Decision engine rejected trade.
239,2026-07-23,INDHOTEL.NS,Consumer Cyclical,Lodging,NO_TRADE,"BUY engine validation failed (combined score 64.8, need 65). | SELL engine validation failed (combined score 57.0, need 65). | BUY Strength : 71.39 | SELL Strength : 63.18 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 60.36 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 63.45 | SELL Score : 57.80 | BUY Probability : 79.33% | SELL Probability : 68.57% | R",49.33,724.85,724.85,811.95,565.0,725.21,703.16,693.63,51.5,9.34,18.03,17.64,1.41,0.99,RSI:51.5 STOCH:23.29 ADX:18.03,ATR:17.64,CMF:-0.09 MFI:49.99 VolRatio:1.41,NO,BULL,BEARISH_ENGULFING,NO,NO,63.45,79.33,49.33,71.39,57.8,42.49,19 of 39,68.57,63.45,49.33,15 of 39,79.33,False,724.85,BULL,NO_TRADE,REJECT,71.39,49.33,0,Decision engine rejected trade.,689.57,760.13,786.59,1.0,0,,,,,40.0,43.0,100.0,63.45,,,,Trade Grade : REJECT,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,30.3,64.9,49.33,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,51.52,35.1,42.49,58.0,Decision engine rejected trade.
240,2026-07-23,IOC.NS,Energy,Oil & Gas Refining & Marketing,NO_TRADE,"BUY engine validation failed (combined score 46.0, need 65). | SELL engine validation failed (combined score 49.8, need 65). | BUY Strength : 45.26 | SELL Strength : 55.17 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 51.50 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 47.28 | SELL Score : 52.97 | BUY Probability : 43.24% | SELL Probability : 57.37% | R",47.83,139.92,139.92,188.96,130.22,141.03,141.85,149.12,45.95,0.01,15.26,3.04,0.69,0.99,RSI:45.95 STOCH:44.21 ADX:15.26,ATR:3.04,CMF:-0.03 MFI:50.0 VolRatio:0.69,NO,NEUTRAL,NONE,NO,NO,52.97,57.37,47.83,55.17,52.97,37.17,17 of 39,57.37,47.28,47.83,9 of 39,43.24,False,139.92,BEAR,NO_TRADE,REJECT,55.17,47.83,0,Decision engine rejected trade.,133.84,146.0,150.56,1.0,0,,,,,45.0,65.21,100.0,52.97,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,69.62,47.83,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=False,45.45,30.38,37.17,58.0,Decision engine rejected trade.
241,2026-07-23,IOB.NS,Financial Services,Banks - Regional,NO_TRADE,"BUY engine validation failed (combined score 50.5, need 65). | SELL engine validation failed (combined score 53.5, need 65). | BUY Strength : 51.45 | SELL Strength : 57.64 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 52.89 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 50.83 | SELL Score : 54.42 | BUY Probability : 52.07% | SELL Probability : 60.87% | R",48.13,33.82,33.82,41.8,31.2,34.23,34.15,35.3,45.35,0.07,30.19,0.82,0.81,0.99,RSI:45.35 STOCH:18.49 ADX:30.19,ATR:0.82,CMF:-0.15 MFI:69.66 VolRatio:0.81,NO,BEAR,NONE,NO,NO,54.42,60.87,48.13,57.64,54.42,43.69,19 of 39,60.87,50.83,48.13,11 of 39,52.07,False,33.82,BEAR,NO_TRADE,REJECT,57.64,48.13,0,Decision engine rejected trade.,32.18,35.46,36.69,1.0,0,,,,,45.0,57.17,100.0,54.42,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,27.27,65.19,48.13,58.0,False,ema_alignment=False; market_trend=True; sma_alignment=False,54.55,34.81,43.69,58.0,Decision engine rejected trade.
242,2026-07-23,IRCTC.NS,Consumer Cyclical,Travel Services,NO_TRADE,"BUY engine validation failed (combined score 38.7, need 65). | SELL engine validation failed (combined score 67.6, need 65). | BUY Strength : 36.39 | SELL Strength : 73.78 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 63.56 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 41.93 | SELL Score : 65.32 | BUY Probability : 30.85% | SELL Probability : 82.23% | R",53.33,494.05,494.05,765.7,488.55,503.59,515.36,585.67,35.88,-5.26,29.79,7.91,0.96,0.98,RSI:35.88 STOCH:24.61 ADX:29.79,ATR:7.91,CMF:-0.18 MFI:36.53 VolRatio:0.96,NO,BEAR,NONE,NO,NO,65.32,82.23,53.33,73.78,65.32,53.33,26 of 39,82.23,41.93,43.95,9 of 39,30.85,False,494.05,BEAR,NO_TRADE,REJECT,73.78,53.33,0,Decision engine rejected trade.,478.23,509.87,521.74,1.0,0,,,,,70.0,47.85,100.0,65.32,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,24.24,60.07,43.95,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,69.7,39.93,53.33,58.0,Decision engine rejected trade.
